,Unnamed: 0.1,FlightNum,Origin,Dest,DepTime1,ArrTime1
92593,92593,901,SLC,OAK,2008-01-01 17:34:00,2008-01-01 18:27:00
92594,92594,2348,SLC,OAK,2008-01-01 21:02:00,2008-01-01 22:14:00
92595,92595,3245,SLC,OAK,2008-01-01 06:49:00,2008-01-01 07:55:00
92596,92596,1852,SLC,PDX,2008-01-01 21:20:00,2008-01-01 22:07:00
92597,92597,310,SLC,PHX,2008-01-01 11:57:00,2008-01-01 13:19:00
92598,92598,508,SLC,PHX,2008-01-01 13:58:00,2008-01-01 15:27:00
92599,92599,1747,SLC,PHX,2008-01-01 21:36:00,2008-01-01 23:00:00
92600,92600,2369,SLC,PHX,2008-01-01 21:57:00,2008-01-01 23:23:00
92601,92601,1002,SLC,RNO,2008-01-01 11:39:00,2008-01-01 11:57:00
92602,92602,1853,SMF,BUR,2008-01-01 20:59:00,2008-01-01 22:10:00
92603,92603,2540,SMF,BUR,2008-01-01 21:06:00,2008-01-01 22:14:00
92604,92604,70,SMF,LAS,2008-01-01 19:02:00,2008-01-01 20:25:00
92605,92605,446,SMF,LAS,2008-01-01 21:00:00,2008-01-01 22:15:00
92606,92606,728,SMF,LAS,2008-01-01 19:29:00,2008-01-01 20:43:00
92607,92607,2136,SMF,LAS,2008-01-01 13:38:00,2008-01-01 15:00:00
92608,92608,386,SMF,LAX,2008-01-01 17:25:00,2008-01-01 18:46:00
92609,92609,2202,SMF,LAX,2008-01-01 19:38:00,2008-01-01 20:51:00
92610,92610,2998,SMF,LAX,2008-01-01 13:26:00,2008-01-01 14:40:00
92611,92611,3243,SMF,MDW,2008-01-01 15:21:00,2008-01-01 21:51:00
92612,92612,3659,SMF,ONT,2008-01-01 17:24:00,2008-01-01 18:39:00
92613,92613,102,SMF,PDX,2008-01-01 22:05:00,2008-01-01 23:28:00
92614,92614,1139,SMF,PDX,2008-01-01 14:05:00,2008-01-01 15:18:00
92615,92615,2720,SMF,PDX,2008-01-01 16:51:00,2008-01-01 18:07:00
92616,92616,114,SMF,SAN,2008-01-01 18:07:00,2008-01-01 19:38:00
92617,92617,181,SMF,SAN,2008-01-01 21:11:00,2008-01-01 22:33:00
92618,92618,410,SMF,SAN,2008-01-01 14:36:00,2008-01-01 15:55:00
92619,92619,933,SMF,SAN,2008-01-01 17:23:00,2008-01-01 18:58:00
92620,92620,1395,SMF,SAN,2008-01-01 19:51:00,2008-01-01 21:14:00
92621,92621,2467,SMF,SAN,2008-01-01 22:19:00,2008-01-01 23:38:00
92622,92622,508,SMF,SEA,2008-01-01 18:16:00,2008-01-01 19:52:00
92623,92623,957,SMF,SEA,2008-01-01 13:34:00,2008-01-01 15:10:00
92624,92624,486,SNA,LAS,2008-01-01 21:42:00,2008-01-01 22:50:00
92625,92625,1865,SNA,LAS,2008-01-01 15:32:00,2008-01-01 16:30:00
92626,92626,2093,SNA,OAK,2008-01-01 20:18:00,2008-01-01 21:36:00
92627,92627,2735,SNA,OAK,2008-01-01 11:11:00,2008-01-01 12:34:00
92628,92628,248,SNA,PHX,2008-01-01 09:38:00,2008-01-01 11:44:00
92629,92629,389,SNA,PHX,2008-01-01 11:01:00,2008-01-01 13:00:00
92630,92630,192,SNA,SJC,2008-01-01 18:24:00,2008-01-01 19:30:00
92631,92631,1068,SNA,SJC,2008-01-01 10:46:00,2008-01-01 11:50:00
92632,92632,1941,SNA,SJC,2008-01-01 15:04:00,2008-01-01 16:06:00
92633,92633,3544,SNA,SJC,2008-01-01 21:25:00,2008-01-01 22:32:00
92634,92634,2115,SNA,SMF,2008-01-01 17:55:00,2008-01-01 19:11:00
92635,92635,3401,SNA,SMF,2008-01-01 21:09:00,2008-01-01 22:28:00
92636,92636,3501,SNA,SMF,2008-01-01 14:28:00,2008-01-01 15:42:00
92637,92637,2205,STL,BHM,2008-01-01 16:58:00,2008-01-01 18:03:00
92638,92638,86,STL,BWI,2008-01-01 18:21:00,2008-01-01 21:12:00
92639,92639,406,STL,BWI,2008-01-01 14:26:00,2008-01-01 17:12:00
92640,92640,2136,STL,BWI,2008-01-01 21:37:00,2008-01-02 00:24:00
92641,92641,3557,STL,CMH,2008-01-01 17:05:00,2008-01-01 19:16:00
92642,92642,29,STL,DAL,2008-01-01 12:05:00,2008-01-01 13:37:00
92643,92643,479,STL,DAL,2008-01-01 20:18:00,2008-01-01 21:45:00
92644,92644,533,STL,DAL,2008-01-01 17:58:00,2008-01-01 19:29:00
92645,92645,1062,STL,DAL,2008-01-01 21:49:00,2008-01-01 23:17:00
92646,92646,2139,STL,DAL,2008-01-01 14:51:00,2008-01-01 16:21:00
92647,92647,122,STL,DTW,2008-01-01 15:32:00,2008-01-01 17:50:00
92648,92648,982,STL,HOU,2008-01-01 22:06:00,2008-01-01 23:53:00
92649,92649,1538,STL,HOU,2008-01-01 14:50:00,2008-01-01 16:45:00
92650,92650,725,STL,LAS,2008-01-01 17:49:00,2008-01-01 19:25:00
92651,92651,440,STL,LAX,2008-01-01 15:18:00,2008-01-01 17:18:00
92652,92652,2263,STL,LIT,2008-01-01 21:18:00,2008-01-01 22:12:00
92653,92653,954,STL,MCI,2008-01-01 22:20:00,2008-01-01 23:09:00
92654,92654,977,STL,MCI,2008-01-01 17:36:00,2008-01-01 18:29:00
92655,92655,125,STL,MCO,2008-01-01 20:17:00,2008-01-01 23:11:00
92656,92656,30,STL,MDW,2008-01-01 18:29:00,2008-01-01 19:35:00
92657,92657,146,STL,MDW,2008-01-01 15:56:00,2008-01-01 17:17:00
92658,92658,1489,STL,MDW,2008-01-01 12:54:00,2008-01-01 14:08:00
92659,92659,2229,STL,MDW,2008-01-01 22:43:00,2008-01-01 23:34:00
92660,92660,3034,STL,MDW,2008-01-01 20:14:00,2008-01-01 21:45:00
92661,92661,3168,STL,MDW,2008-01-01 21:29:00,2008-01-01 22:43:00
92662,92662,3333,STL,MDW,2008-01-01 17:28:00,2008-01-01 18:40:00
92663,92663,354,STL,OKC,2008-01-01 11:56:00,2008-01-01 13:25:00
92664,92664,1286,STL,OKC,2008-01-01 21:42:00,2008-01-01 23:03:00
92665,92665,2173,STL,OMA,2008-01-01 15:51:00,2008-01-01 16:58:00
92666,92666,2889,STL,OMA,2008-01-01 21:12:00,2008-01-01 22:25:00
92667,92667,2453,STL,PHX,2008-01-01 17:17:00,2008-01-01 19:35:00
92668,92668,2039,STL,SDF,2008-01-01 20:08:00,2008-01-01 22:00:00
92669,92669,2348,STL,SLC,2008-01-01 18:11:00,2008-01-01 20:23:00
92670,92670,490,STL,TUL,2008-01-01 22:38:00,2008-01-01 23:46:00
92671,92671,3603,TPA,ALB,2008-01-01 18:46:00,2008-01-01 21:01:00
92672,92672,241,TPA,BDL,2008-01-01 10:50:00,2008-01-01 13:08:00
92673,92673,2093,TPA,BHM,2008-01-01 15:14:00,2008-01-01 15:36:00
92674,92674,3512,TPA,BHM,2008-01-01 20:27:00,2008-01-01 20:53:00
92675,92675,176,TPA,BNA,2008-01-01 13:08:00,2008-01-01 13:43:00
92676,92676,3492,TPA,BNA,2008-01-01 17:51:00,2008-01-01 18:39:00
92677,92677,3945,TPA,BNA,2008-01-01 00:38:00,2008-01-01 01:14:00
92678,92678,3686,TPA,BUF,2008-01-01 17:00:00,2008-01-01 19:21:00
92679,92679,323,TPA,BWI,2008-01-01 11:07:00,2008-01-01 12:56:00
92680,92680,394,TPA,BWI,2008-01-01 17:08:00,2008-01-01 18:57:00
92681,92681,1947,TPA,BWI,2008-01-01 14:09:00,2008-01-01 15:59:00
92682,92682,2292,TPA,BWI,2008-01-01 21:07:00,2008-01-01 23:01:00
92683,92683,3596,TPA,BWI,2008-01-01 20:15:00,2008-01-01 22:07:00
92684,92684,1240,TPA,CMH,2008-01-01 23:06:00,2008-01-02 01:02:00
92685,92685,3584,TPA,CMH,2008-01-01 14:13:00,2008-01-01 16:15:00
92686,92686,3328,TPA,DEN,2008-01-01 12:06:00,2008-01-01 14:13:00
92687,92687,158,TPA,FLL,2008-01-01 11:30:00,2008-01-01 12:21:00
92688,92688,2802,TPA,FLL,2008-01-01 16:54:00,2008-01-01 17:40:00
92689,92689,3136,TPA,FLL,2008-01-01 18:11:00,2008-01-01 19:10:00
92690,92690,48,TPA,HOU,2008-01-01 16:13:00,2008-01-01 17:33:00
92691,92691,2337,TPA,HOU,2008-01-01 19:08:00,2008-01-01 20:25:00
92692,92692,3121,TPA,HOU,2008-01-01 12:31:00,2008-01-01 13:51:00
92693,92693,720,TPA,IAD,2008-01-01 20:26:00,2008-01-01 22:15:00
92694,92694,810,TPA,IND,2008-01-01 14:05:00,2008-01-01 16:15:00
92695,92695,904,TPA,ISP,2008-01-01 18:50:00,2008-01-01 20:53:00
92696,92696,1142,TPA,ISP,2008-01-01 10:28:00,2008-01-01 12:34:00
92697,92697,82,TPA,LAS,2008-01-01 15:01:00,2008-01-01 17:08:00
92698,92698,3774,TPA,MCI,2008-01-01 18:15:00,2008-01-01 20:17:00
92699,92699,174,TPA,MDW,2008-01-01 21:22:00,2008-01-01 23:00:00
92700,92700,1066,TPA,MDW,2008-01-01 10:44:00,2008-01-01 12:15:00
92701,92701,1288,TPA,MDW,2008-01-01 07:56:00,2008-01-01 09:21:00
92702,92702,2721,TPA,MDW,2008-01-01 21:26:00,2008-01-01 23:07:00
92703,92703,1115,TPA,MSY,2008-01-01 19:38:00,2008-01-01 20:14:00
92704,92704,680,TPA,PBI,2008-01-01 00:29:00,2008-01-01 01:12:00
92705,92705,3130,TPA,PBI,2008-01-01 14:24:00,2008-01-01 15:18:00
92706,92706,1663,TPA,PHL,2008-01-01 01:21:00,2008-01-01 03:15:00
92707,92707,875,TPA,PHX,2008-01-01 15:59:00,2008-01-01 18:35:00
92708,92708,1505,TPA,PVD,2008-01-01 20:26:00,2008-01-01 22:47:00
92709,92709,85,TPA,RDU,2008-01-01 19:26:00,2008-01-01 20:56:00
92710,92710,998,TPA,SAT,2008-01-01 17:53:00,2008-01-01 19:45:00
92711,92711,194,TPA,STL,2008-01-01 18:11:00,2008-01-01 19:28:00
92712,92712,3100,TUL,HOU,2008-01-01 16:17:00,2008-01-01 17:37:00
92713,92713,1601,TUL,MCI,2008-01-01 18:28:00,2008-01-01 19:23:00
92714,92714,343,TUL,PHX,2008-01-01 17:17:00,2008-01-01 18:52:00
92715,92715,280,TUS,LAS,2008-01-01 14:59:00,2008-01-01 15:07:00
92716,92716,2005,TUS,LAS,2008-01-01 16:20:00,2008-01-01 16:23:00
92717,92717,3135,TUS,LAS,2008-01-01 20:02:00,2008-01-01 20:12:00
92718,92718,724,TUS,LAX,2008-01-01 20:32:00,2008-01-01 20:56:00
92719,92719,1032,TUS,LAX,2008-01-01 14:40:00,2008-01-01 15:01:00
92720,92720,1179,TUS,SAN,2008-01-01 15:07:00,2008-01-01 15:10:00
92721,92721,746,ABQ,AMA,2008-01-02 19:37:00,2008-01-02 21:32:00
92722,92722,45,ABQ,DAL,2008-01-02 14:59:00,2008-01-02 17:29:00
92723,92723,230,ABQ,DAL,2008-01-02 21:32:00,2008-01-02 23:56:00
92724,92724,397,ABQ,DAL,2008-01-02 17:21:00,2008-01-02 19:58:00
92725,92725,438,ABQ,DAL,2008-01-02 13:49:00,2008-01-02 16:26:00
92726,92726,972,ABQ,DAL,2008-01-02 18:56:00,2008-01-02 21:29:00
92727,92727,2969,ABQ,DAL,2008-01-02 17:22:00,2008-01-02 19:55:00
92728,92728,3421,ABQ,DAL,2008-01-02 10:14:00,2008-01-02 12:42:00
92729,92729,294,ABQ,DEN,2008-01-02 18:04:00,2008-01-02 19:08:00
92730,92730,3050,ABQ,DEN,2008-01-02 12:07:00,2008-01-02 13:13:00
92731,92731,500,ABQ,ELP,2008-01-02 17:46:00,2008-01-02 18:43:00
92732,92732,1001,ABQ,ELP,2008-01-02 10:32:00,2008-01-02 11:20:00
92733,92733,1925,ABQ,HOU,2008-01-02 19:22:00,2008-01-02 22:10:00
92734,92734,1328,ABQ,LAS,2008-01-02 12:52:00,2008-01-02 13:13:00
92735,92735,1493,ABQ,LAS,2008-01-02 20:55:00,2008-01-02 21:17:00
92736,92736,1586,ABQ,LAS,2008-01-02 09:58:00,2008-01-02 10:28:00
92737,92737,2284,ABQ,LAS,2008-01-02 15:37:00,2008-01-02 15:55:00
92738,92738,2788,ABQ,LAS,2008-01-02 18:53:00,2008-01-02 19:16:00
92739,92739,2874,ABQ,LAS,2008-01-02 11:53:00,2008-01-02 12:19:00
92740,92740,1135,ABQ,LAX,2008-01-02 15:43:00,2008-01-02 16:32:00
92741,92741,2027,ABQ,LAX,2008-01-02 21:01:00,2008-01-02 21:54:00
92742,92742,555,ABQ,LBB,2008-01-02 16:00:00,2008-01-02 17:49:00
92743,92743,2374,ABQ,MAF,2008-01-02 16:44:00,2008-01-02 18:43:00
92744,92744,580,ABQ,MCI,2008-01-02 19:35:00,2008-01-02 22:24:00
92745,92745,1320,ABQ,MCO,2008-01-02 09:25:00,2008-01-02 14:40:00
92746,92746,3245,ABQ,MCO,2008-01-02 13:19:00,2008-01-02 18:28:00
92747,92747,2524,ABQ,MDW,2008-01-02 10:07:00,2008-01-02 13:58:00
92748,92748,3481,ABQ,MDW,2008-01-02 15:17:00,2008-01-02 19:08:00
92749,92749,231,ABQ,OAK,2008-01-02 20:33:00,2008-01-02 21:55:00
92750,92750,360,ABQ,PDX,2008-01-02 19:42:00,2008-01-02 21:26:00
92751,92751,160,ABQ,PHX,2008-01-02 21:00:00,2008-01-02 22:04:00
92752,92752,357,ABQ,PHX,2008-01-02 15:54:00,2008-01-02 17:00:00
92753,92753,734,ABQ,PHX,2008-01-02 14:25:00,2008-01-02 15:30:00
92754,92754,806,ABQ,PHX,2008-01-02 16:42:00,2008-01-02 17:50:00
92755,92755,823,ABQ,PHX,2008-01-02 22:25:00,2008-01-02 23:30:00
92756,92756,957,ABQ,PHX,2008-01-02 09:21:00,2008-01-02 10:31:00
92757,92757,2871,ABQ,PHX,2008-01-02 19:04:00,2008-01-02 20:22:00
92758,92758,2976,ABQ,PHX,2008-01-02 10:50:00,2008-01-02 11:55:00
92759,92759,137,ABQ,SAN,2008-01-02 12:53:00,2008-01-02 13:30:00
92760,92760,574,ABQ,SAN,2008-01-02 19:30:00,2008-01-02 20:13:00
92761,92761,2010,ABQ,SEA,2008-01-02 20:00:00,2008-01-02 21:59:00
92762,92762,2270,ABQ,SEA,2008-01-02 08:51:00,2008-01-02 10:45:00
92763,92763,901,ABQ,SLC,2008-01-02 15:51:00,2008-01-02 17:22:00
92764,92764,1002,ABQ,SLC,2008-01-02 09:22:00,2008-01-02 10:57:00
92765,92765,406,ABQ,STL,2008-01-02 10:55:00,2008-01-02 14:09:00
92766,92766,3425,ABQ,TPA,2008-01-02 14:55:00,2008-01-02 20:07:00
92767,92767,1655,ABQ,TUS,2008-01-02 10:39:00,2008-01-02 11:39:00
92768,92768,182,ALB,BWI,2008-01-02 14:33:00,2008-01-02 15:39:00
92769,92769,1861,ALB,BWI,2008-01-02 18:39:00,2008-01-02 19:40:00
92770,92770,3046,ALB,BWI,2008-01-02 15:41:00,2008-01-02 16:45:00
92771,92771,3690,ALB,BWI,2008-01-02 21:15:00,2008-01-02 22:22:00
92772,92772,1416,ALB,MCO,2008-01-02 20:20:00,2008-01-02 23:05:00
92773,92773,3656,ALB,MCO,2008-01-02 12:28:00,2008-01-02 15:27:00
92774,92774,2262,ALB,MDW,2008-01-02 07:08:00,2008-01-02 09:04:00
92775,92775,3162,ALB,MDW,2008-01-02 17:15:00,2008-01-02 18:28:00
92776,92776,3306,ALB,TPA,2008-01-02 07:42:00,2008-01-02 11:08:00
92777,92777,37,AMA,DAL,2008-01-02 14:12:00,2008-01-02 15:07:00
92778,92778,1079,AMA,DAL,2008-01-02 16:26:00,2008-01-02 17:23:00
92779,92779,1582,AMA,DAL,2008-01-02 20:28:00,2008-01-02 21:25:00
92780,92780,1751,AMA,DAL,2008-01-02 09:05:00,2008-01-02 10:03:00
92781,92781,510,AMA,DEN,2008-01-02 16:13:00,2008-01-03 16:12:00
92782,92782,330,AUS,BNA,2008-01-02 19:35:00,2008-01-02 21:25:00
92783,92783,1422,AUS,BNA,2008-01-02 11:46:00,2008-01-02 13:37:00
92784,92784,1001,AUS,BWI,2008-01-02 14:37:00,2008-01-02 18:37:00
92785,92785,61,AUS,DAL,2008-01-02 11:03:00,2008-01-02 11:52:00
92786,92786,154,AUS,DAL,2008-01-02 14:57:00,2008-01-02 15:47:00
92787,92787,303,AUS,DAL,2008-01-02 14:06:00,2008-01-02 14:53:00
92788,92788,900,AUS,DAL,2008-01-02 17:36:00,2008-01-02 18:28:00
92789,92789,1399,AUS,DAL,2008-01-02 20:56:00,2008-01-02 21:42:00
92790,92790,2880,AUS,DAL,2008-01-02 18:49:00,2008-01-02 19:35:00
92791,92791,3409,AUS,DAL,2008-01-02 19:58:00,2008-01-02 20:48:00
92792,92792,3949,AUS,DAL,2008-01-02 12:22:00,2008-01-02 13:13:00
92793,92793,2124,AUS,DEN,2008-01-02 14:57:00,2008-01-02 16:25:00
92794,92794,231,AUS,ELP,2008-01-02 17:39:00,2008-01-02 18:09:00
92795,92795,2461,AUS,ELP,2008-01-02 20:56:00,2008-01-02 21:25:00
92796,92796,112,AUS,HOU,2008-01-02 14:54:00,2008-01-02 15:49:00
92797,92797,555,AUS,HOU,2008-01-02 19:38:00,2008-01-02 20:17:00
92798,92798,1856,AUS,HOU,2008-01-02 17:16:00,2008-01-02 18:12:00
92799,92799,2529,AUS,HOU,2008-01-02 22:56:00,2008-01-02 23:32:00
92800,92800,1838,AUS,LAS,2008-01-02 11:44:00,2008-01-02 12:29:00
92801,92801,3862,AUS,LAS,2008-01-02 19:47:00,2008-01-02 20:38:00
92802,92802,160,AUS,LBB,2008-01-02 19:06:00,2008-01-02 20:11:00
92803,92803,297,AUS,MCO,2008-01-02 13:31:00,2008-01-02 16:39:00
92804,92804,870,AUS,MDW,2008-01-02 20:32:00,2008-01-02 23:06:00
92805,92805,700,AUS,PHX,2008-01-02 15:33:00,2008-01-02 16:58:00
92806,92806,2183,AUS,PHX,2008-01-02 21:04:00,2008-01-02 22:29:00
92807,92807,687,AUS,SAN,2008-01-02 17:55:00,2008-01-02 18:51:00
92808,92808,304,AUS,TPA,2008-01-02 15:46:00,2008-01-02 18:54:00
92809,92809,298,BDL,BNA,2008-01-02 14:10:00,2008-01-02 15:23:00
92810,92810,610,BDL,BWI,2008-01-02 22:03:00,2008-01-02 23:03:00
92811,92811,1657,BDL,BWI,2008-01-02 15:36:00,2008-01-02 16:40:00
92812,92812,1743,BDL,BWI,2008-01-02 13:53:00,2008-01-02 14:57:00
92813,92813,2707,BDL,BWI,2008-01-02 10:50:00,2008-01-02 11:55:00
92814,92814,3486,BDL,BWI,2008-01-02 20:18:00,2008-01-02 21:20:00
92815,92815,3505,BDL,BWI,2008-01-02 18:50:00,2008-01-02 20:01:00
92816,92816,3655,BDL,LAS,2008-01-02 07:11:00,2008-01-02 09:36:00
92817,92817,452,BDL,MCO,2008-01-02 20:32:00,2008-01-02 23:28:00
92818,92818,524,BDL,MCO,2008-01-02 13:21:00,2008-01-02 16:31:00
92819,92819,2449,BDL,MDW,2008-01-02 18:19:00,2008-01-02 19:36:00
92820,92820,3149,BDL,MDW,2008-01-02 12:42:00,2008-01-02 13:54:00
92821,92821,1860,BDL,TPA,2008-01-02 10:19:00,2008-01-02 13:23:00
92822,92822,3407,BDL,TPA,2008-01-02 19:48:00,2008-01-02 22:34:00
92823,92823,102,BHM,BNA,2008-01-02 15:30:00,2008-01-02 16:24:00
92824,92824,521,BHM,BWI,2008-01-02 13:08:00,2008-01-02 15:50:00
92825,92825,2036,BHM,BWI,2008-01-02 18:09:00,2008-01-02 20:58:00
92826,92826,112,BHM,DAL,2008-01-02 11:35:00,2008-01-02 13:23:00
92827,92827,764,BHM,DAL,2008-01-02 17:10:00,2008-01-02 18:53:00
92828,92828,823,BHM,HOU,2008-01-02 18:07:00,2008-01-02 19:53:00
92829,92829,3430,BHM,LAS,2008-01-02 10:23:00,2008-01-02 12:30:00
92830,92830,2382,BHM,MCO,2008-01-02 19:05:00,2008-01-02 21:22:00
92831,92831,1944,BHM,MDW,2008-01-02 15:55:00,2008-01-02 18:04:00
92832,92832,223,BHM,MSY,2008-01-02 12:33:00,2008-01-02 13:42:00
92833,92833,623,BHM,MSY,2008-01-02 21:10:00,2008-01-02 22:19:00
92834,92834,2093,BHM,PHX,2008-01-02 16:45:00,2008-01-02 19:28:00
92835,92835,1188,BHM,SDF,2008-01-02 11:32:00,2008-01-02 13:34:00
92836,92836,472,BHM,STL,2008-01-02 07:47:00,2008-01-02 09:14:00
92837,92837,2205,BHM,TPA,2008-01-02 18:47:00,2008-01-02 20:56:00
92838,92838,2802,BHM,TPA,2008-01-02 15:06:00,2008-01-02 17:23:00
92839,92839,813,BNA,AUS,2008-01-02 14:57:00,2008-01-02 16:57:00
92840,92840,1137,BNA,AUS,2008-01-02 08:31:00,2008-01-02 10:38:00
92841,92841,3334,BNA,AUS,2008-01-02 20:14:00,2008-01-02 22:21:00
92842,92842,419,BNA,BDL,2008-01-02 19:48:00,2008-01-02 23:12:00
92843,92843,112,BNA,BHM,2008-01-02 10:22:00,2008-01-02 11:03:00
92844,92844,764,BNA,BHM,2008-01-02 15:59:00,2008-01-02 16:43:00
92845,92845,127,BNA,BWI,2008-01-02 06:28:00,2008-01-02 09:23:00
92846,92846,133,BNA,BWI,2008-01-02 15:06:00,2008-01-02 17:39:00
92847,92847,879,BNA,BWI,2008-01-02 17:17:00,2008-01-02 19:56:00
92848,92848,1107,BNA,BWI,2008-01-02 22:16:00,2008-01-03 00:46:00
92849,92849,1324,BNA,BWI,2008-01-02 20:50:00,2008-01-02 23:25:00
92850,92850,1920,BNA,BWI,2008-01-02 15:37:00,2008-01-02 18:15:00
92851,92851,2556,BNA,BWI,2008-01-02 11:08:00,2008-01-02 13:36:00
92852,92852,2555,BNA,CLE,2008-01-02 21:20:00,2008-01-02 23:54:00
92853,92853,222,BNA,CMH,2008-01-02 09:28:00,2008-01-02 11:35:00
92854,92854,1668,BNA,CMH,2008-01-02 19:35:00,2008-01-02 21:50:00
92855,92855,341,BNA,DEN,2008-01-02 09:31:00,2008-01-02 11:24:00
92856,92856,2821,BNA,DEN,2008-01-02 20:55:00,2008-01-02 22:39:00
92857,92857,249,BNA,DTW,2008-01-02 14:25:00,2008-01-02 16:55:00
92858,92858,1592,BNA,DTW,2008-01-02 09:26:00,2008-01-02 11:57:00
92859,92859,3238,BNA,DTW,2008-01-02 19:42:00,2008-01-02 22:25:00
92860,92860,260,BNA,FLL,2008-01-02 10:11:00,2008-01-02 13:18:00
92861,92861,959,BNA,FLL,2008-01-02 18:59:00,2008-01-02 21:55:00
92862,92862,312,BNA,HOU,2008-01-02 22:35:00,2008-01-03 00:23:00
92863,92863,1026,BNA,HOU,2008-01-02 13:46:00,2008-01-02 15:44:00
92864,92864,1829,BNA,HOU,2008-01-02 06:37:00,2008-01-02 08:42:00
92865,92865,2183,BNA,HOU,2008-01-02 17:32:00,2008-01-02 19:24:00
92866,92866,640,BNA,JAX,2008-01-02 12:45:00,2008-01-02 15:07:00
92867,92867,830,BNA,JAX,2008-01-02 18:24:00,2008-01-02 20:37:00
92868,92868,891,BNA,JAX,2008-01-02 21:46:00,2008-01-02 23:57:00
92869,92869,2194,BNA,LAS,2008-01-02 20:48:00,2008-01-02 22:47:00
92870,92870,92,BNA,LAX,2008-01-02 08:05:00,2008-01-02 10:26:00
92871,92871,420,BNA,LAX,2008-01-02 11:00:00,2008-01-02 13:21:00
92872,92872,2437,BNA,LAX,2008-01-02 19:02:00,2008-01-02 21:23:00
92873,92873,102,BNA,MCI,2008-01-02 17:01:00,2008-01-02 18:48:00
92874,92874,1151,BNA,MCI,2008-01-02 13:33:00,2008-01-02 15:13:00
92875,92875,1655,BNA,MCI,2008-01-02 06:56:00,2008-01-02 08:51:00
92876,92876,2611,BNA,MCI,2008-01-02 22:04:00,2008-01-02 23:36:00
92877,92877,1058,BNA,MCO,2008-01-02 17:58:00,2008-01-02 20:31:00
92878,92878,2032,BNA,MCO,2008-01-02 20:55:00,2008-01-02 23:23:00
92879,92879,2110,BNA,MCO,2008-01-02 09:41:00,2008-01-02 12:21:00
92880,92880,3169,BNA,MCO,2008-01-02 15:58:00,2008-01-02 18:38:00
92881,92881,762,BNA,MDW,2008-01-02 19:00:00,2008-01-02 20:35:00
92882,92882,941,BNA,MDW,2008-01-02 00:11:00,2008-01-02 01:30:00
92883,92883,1422,BNA,MDW,2008-01-02 14:21:00,2008-01-02 15:50:00
92884,92884,2195,BNA,MDW,2008-01-02 11:53:00,2008-01-02 13:19:00
92885,92885,2804,BNA,MDW,2008-01-02 20:01:00,2008-01-02 21:35:00
92886,92886,3428,BNA,MDW,2008-01-02 21:23:00,2008-01-02 23:06:00
92887,92887,3676,BNA,MDW,2008-01-02 09:46:00,2008-01-02 11:11:00
92888,92888,570,BNA,MSY,2008-01-02 18:09:00,2008-01-02 19:35:00
92889,92889,689,BNA,MSY,2008-01-02 10:44:00,2008-01-02 12:08:00
92890,92890,145,BNA,ONT,2008-01-02 16:00:00,2008-01-02 18:20:00
